zip, city
6060,Ramersberg
8487,Rämismühle
4719,Ramiswil
4433,Ramlinsburg
7556,Ramosch
4448,Läufelfingen
8488,Turbenthal
3435,Ramsei
8262,Ramsen
3421,Lyssach
6862,Rancate
1439,Rances
3928,Randa
3975,Randogne
3439,Ranflüh
3439,Ranflüh
9475,Sevelen
6577,Ranzo
8558,Raperswilen
3255,Rapperswil BE
8640,Rapperswil SG
3942,Raron
6655,Rasa
8352,Elsau
6032,Emmen
8580,Amriswil
6500,Bellinzona
1928,Ravoire
6491,Realp
7408,Realta
2832,Rebeuvelier
2717,Rebévelier
9445,Rebstein
4565,Recherswil
1718,Rechthalten
3966,Réchy
8508,Homburg
3998,Reckingen VS
2912,Réclère
2824,Vicques
2732,Reconvilier
8158,Regensberg
8105,Regensdorf
9038,Rehetobel
3294,Büren an der Aare
7015,Tamins
3713,Reichenbach i. K.
8864,Reichenburg
6260,Reiden
3766,Boltigen
6260,Reidermoos
4418,Reigoldswil
4153,Reinach BL
5734,Reinach AG
7432,Zillis
4919,Reisiswil
5057,Reitnau
5332,Rekingen AG
1617,Remaufens
5453,Remetschwil
5236,Remigen
2616,Renan BE
1020,Renens VD
1024,Ecublens VD
6162,Rengg
1847,Rennaz
1937,Orsières
1543,Grandcour
6285,Retschwil
5703,Seon
2603,Péry
5324,Full-Reuenthal
5412,Gebenstorf
6015,Luzern
5643,Sins
6014,Luzern
3623,Teuffenthal BE
9411,Reute AR
8507,Hörhausen
6086,Hasliberg Reuti
8500,Frauenfeld
9517,Mettlen
3647,Reutigen
8404,Reutlingen
1899,Torgon
1128,Reverolle
7403,Rhäzüns
8462,Rheinau
9424,Rheineck
4310,Rheinfelden
8259,Rheinklingen
5084,Rheinsulz
1632,Riaz
6595,Riazzino
6595,Riazzino
4313,Möhlin
3763,Därstetten
6285,Hitzkirch
6263,Richenthal
3078,Richigen
8805,Richterswil
3178,Bösingen
8726,Ricken SG
8726,Ricken SG
8545,Rickenbach ZH
6221,Rickenbach LU
6432,Rickenbach SZ
4613,Rickenbach SO
4462,Rickenbach BL
5634,Merenschwand
8913,Ottenbach
9532,Rickenbach b. Wil
8352,Ricketwil
1908,Riddes
3724,Ried (Frutigen)
3772,St. Stephan
6476,Intschi
6436,Ried (Muotathal)
3997,Bellwald
3919,Blatten(Lötschen)
3216,Ried b. Kerzers
3082,Schlosswil
3000,Bern
3911,Ried-Brig
8304,Wallisellen
8739,Rieden SG
5415,Rieden AG
3987,Riederalp
3178,Bösingen
8750,Riedern
4533,Riedholz
8616,Riedikon
3986,Ried-Mörel
3159,Riedstätt
8586,Riedt b. Erlen
8173,Neerach
3475,Riedtwil
4125,Riehen
7128,Riein
6452,Riemenstalden
8000,Zürich
8498,Gibswil
8412,Riet (Neftenbach)
9651,Ennetbühl
5323,Rietheim
9000,St. Gallen
1097,Riex
3920,Zermatt
3156,Riffenmatt
8911,Rifferswil
6020,Emmenbrücke
9248,Bichwil
3132,Riggisberg
6356,Rigi Kaltbad
6410,Rigi Klösterli
6410,Rigi Kulm
6410,Rigi Scheidegg
6410,Rigi Staffel
4853,Riken AG
8307,Effretikon
8486,Rikon im Tösstal
3852,Ringgenberg BE
8142,Uitikon Waldegg
3762,Erlenbach i. S.
3656,Ringoldswil
8340,Hinwil
5223,Riniken
7463,Riom
6343,Risch
9548,Matzingen
3989,Ritzingen
8577,Schönholzerswilen
6826,Riva San Vitale
6648,Minusio
1071,Rivaz
1945,Rive Haute(Liddes)
6674,Riveo
6802,Rivera
3206,Rizenbach
6599,Robasacco
8620,Wetzikon ZH
6690,Cavergno
1852,Roche VD
2912,Roche-d'Or
2019,Rochefort
2762,Roches BE
2907,Rocourt
7415,Rodels
4118,Rodersdorf
6772,Rodi-Fiesso
9468,Sax
2814,Roggenburg
6833,Vacallo
6265,Roggliswil
4914,Roggwil BE
9325,Roggwil TG
5032,Aarau Rohr
4655,Rohr b. Olten
4938,Rohrbach
4938,Rohrbachgraben
6132,Rohrmatt
3421,Lyssach
1180,Rolle
1323,Romainmôtier
1423,Romairon
1032,Romanel-s-Lausanne
1122,Romanel-sur-Morges
1626,Romanens
8590,Romanshorn
5022,Rombach
6027,Römerswil LU
1722,Bourguillon
2538,Romont BE
1680,Romont FR
6113,Romoos
7454,Rona
6622,Ronco sopra Ascona
7430,Rongellen
6713,Malvaglia
6037,Root
1088,Ropraz
8427,Rorbas
9400,Rorschach
9404,Rorschacherberg
4244,Röschenz
1754,Rosé
9000,St. Gallen
8500,Gerlikon
3860,Rosenlaui
4000,Basel
9545,Wängi
6548,Rossa
8932,Mettmenstetten
8400,Winterthur
2842,Rossemaison
1513,Rossenges
1728,Rossens FR
1554,Rossens VD
3204,Rosshäusern
1658,Rossinière
9512,Rossrüti
6760,Rossura
3913,Rosswald
5746,Walterswil SO
3373,Röthenbach Hbsee
3538,Röthenbach i. E.
7405,Rothenbrunnen
6023,Rothenburg
4467,Rothenfluh
9565,Rothenhausen
6418,Rothenthurm
3855,Brienz BE
4852,Rothrist
3901,Rothwald
6343,Rotkreuz
9000,St. Gallen
8919,Rottenschwil
6362,Stansstad
1659,Rougemont
1965,Roumaz (Savièse)
6535,Roveredo GR
6957,Roveredo TI
6821,Rovio
1463,Rovray
3113,Rubigen
3268,Lobsigen
6074,Giswil
3437,Rüderswil
8455,Rüdlingen
8465,Rudolfingen
8964,Rudolfstetten
3423,Ersigen
3422,Rüdtligen
1673,Rue
1223,Cologny
3792,Saanen
6288,Schongau
3474,Rüedisbach
6017,Ruswil
3088,Rüeggisberg
3417,Rüegsau
3415,Rüegsauschachen
3415,Rüegsauschachen
3418,Rüegsbach
7189,Rueras
8735,Rüeterswil
7156,Rueun
1626,Rueyres-Treyfayes
1046,Rueyres
1542,Rueyres-les-Prés
1695,Rueyres-St-Laurent
5235,Rüfenach AG
3075,Rüfenacht BE
8723,Rufi
6153,Ufhusen
6153,Ufhusen
8903,Birmensdorf ZH
3953,Leuk Stadt
3472,Rumendingen
6332,Hagendorn
8352,Elsau
5464,Rümikon AG
4539,Rumisberg
8153,Rümlang
3128,Rümligen
8332,Rumlikon
4444,Rümlingen
4497,Rünenberg
3533,Bowil
3204,Rosshäusern
5102,Rupperswil
4663,Aarburg
3251,Ruppoldsried
3153,Rüschegg Gambach
7154,Ruschein
8803,Rüschlikon
8332,Russikon
1281,Russin
6662,Russo
1773,Russy
5644,Auw
6017,Ruswil
9464,Rüthi (Rheintal)
8630,Rüti ZH
3072,Ostermundigen
8782,Rüti GL
9030,Abtwil SG
8185,Winkel
3295,Rüti b. Büren
3421,Rüti b. Lyssach
3099,Rüti b. Riggisberg
5722,Gränichen
5406,Rütihof
6441,Rütli
4933,Rütschelen
8471,Rutschwil
4522,Rüttenen
3052,Zollikofen
6977,Ruvigliana
6577,Ranzo
6592,S. Antonino
7745,Li Curt
6583,S. Antonio
7174,S. Benedetg
6565,S. Bernardino
6690,S. Carlo
6780,Airolo
6575,S. Nazzaro
6854,S. Pietro
6534,S. Vittore
3792,Saanen
3777,Saanenmöser
3908,Saas-Balen
7247,Saas im Prättigau
3905,Saas-Almagell
3908,Saas-Balen
3906,Saas-Fee
3910,Saas-Grund
6072,Sachseln
1996,Saclentse
1212,Grand-Lancy
5745,Safenwil
7107,Safien Platz
7107,Safien Platz
2553,Safnern
6264,Pfaffnau
6839,Sagno
7152,Sagogn
2732,Saicourt
2350,Saignelégier
1913,Saillon
6954,Sala Capriasca
8493,Saland
1585,Salavaux
1867,Ollon VD
8507,Hörhausen
8268,Salenstein
1731,Ependes FR
1625,Sâles (Gruyère)
9465,Salez
3970,Salgesch
1991,Salins
8599,Salmsach
6872,Salorino
7462,Salouf
1922,Salvan
1794,Salvenach
3036,Detligen
7503,Samedan
7563,Samnaun Dorf
8833,Samstagern
7741,S. Carlo GR
1950,Sion
1738,Sangernboden
7057,Langwies
7320,Sargans
3049,Säriswil
5614,Sarmenstorf
7423,Sarn
6060,Sarnen
1948,Sarreyer
1683,Sarzens
1534,Sassel
8507,Hörhausen
1242,Satigny
6417,Sattel
1189,Saubraz
2024,St-Aubin-Sauges
2873,Saulcy
2732,Saules BE
2063,Saules
3054,Schüpfen
1290,Versoix
2065,Savagnier
1073,Savigny
7460,Savognin
6942,Savosa
1095,Lutry
9468,Sax
1926,Fully
3813,Saxeten
8894,Flumserberg Saxli
1907,Saxon
1966,Saxonne (Ayent)
7202,Says
6578,Caviano
6951,Scareglia
2855,Glovelier
8906,Bonstetten
6105,Schachen LU
6105,Schachen LU
6436,Muotathal
4653,Obergösgen
9112,Schachen b.Herisau
9414,Schachen b. Reute
8200,Schaffhausen
3415,Schafhausen i. E.
2514,Ligerz
5503,Schafisheim
8492,Wila
9533,Kirchberg SG
3314,Schalunen
7525,S-chanf
6197,Schangnau
8718,Schänis
7412,Scharans
7550,Scuol
6196,Marbach LU
3722,Scharnachtal
6467,Schattdorf
3860,Schattenhalb
7270,Davos Platz
7421,Summaprada
7419,Scheid
2827,Schelten
6214,Schenkon
2514,Ligerz
5246,Scherz
8596,Scherzingen
3305,Scheunen
3251,Wengi b. Büren
2556,Scheuren
7220,Schiers
5046,Walde AG
8834,Schindellegi
5116,Schinznach Bad
5107,Schinznach Dorf
7168,Schlans
9050,Appenzell Schlatt
8252,Schlatt TG
5316,Leuggern
8418,Schlatt
8255,Schlattingen
8165,Schleinikon
8226,Schleitheim
3325,Hettiswil
6231,Schlierbach
8952,Schlieren
3098,Schliern b. Köniz
5044,Schlossrued
3082,Schlosswil
7151,Schluein
8716,Schmerikon
3464,Schmidigen-Mühlew
8495,Schmidrüti
9565,Schmidshof
5046,Schmiedrued
3185,Schmitten FR
7493,Schmitten (Albula)
7212,Seewis-Schmitten
9444,Diepoldsau
8352,Elsau
7130,Schnaus
5425,Schneisingen
3253,Schnottwil
8581,Schocherswil
8165,Schöfflisdorf
5040,Schöftland
3322,Urtenen-Schönbühl
8585,Schönenbaumgarten
8824,Schönenberg ZH
9215,Schönenberg TG
4124,Schönenbuch
9105,Schönengrund
5012,Schönenwerd
6288,Schongau
8577,Schönholzerswilen
3778,Schönried
4414,Füllinsdorf
8802,Kilchberg ZH
4900,Langenthal
3600,Thun
5642,Mühlau
6055,Alpnach Dorf
3000,Bern
8352,Elsau
6247,Schötz
8580,Amriswil
8862,Schübelbach
7228,Schuders
3535,Schüpbach
3054,Schüpfen
4325,Schupfart
3054,Schüpfen
6170,Schüpfheim
8374,Dussnang
3613,Steffisburg
5326,Schwaderloch
8566,Neuwilen
2556,Schwadernau
9107,Urnäsch
8051,Zürich
3634,Thierachern
8762,Schwanden GL
3855,Schwanden-Brienz
3054,Schüpfen
3657,Schwanden Sigrisw
3433,Schwanden i. E.
8762,Schwändi GL
4953,Schwarzenbach BE
6215,Schwarzenbach LU
9536,Schwarzenbach SG
6103,Schwarzenberg LU
3156,Riffenmatt
3150,Schwarzenburg
3616,Schwarzenegg
3616,Schwarzenegg
3766,Boltigen
4911,Schwarzhäusern
1716,Schwarzsee
1738,Sangernboden
8925,Ebertswil
8506,Lanzenneunforn
4953,Schwarzenbach BE
4953,Schwarzenbach BE
4133,Pratteln
4133,Pratteln
9223,Schweizersholz
9103,Schwellbrunn
9057,Schwende
3757,Schwenden
8486,Rikon im Tösstal
9658,Wildhaus
9405,Wienacht-Tobel
3625,Heiligenschwendi
7325,Schwendi
3624,Schwendibach
8603,Schwerzenbach
6430,Schwyz
3800,Interlaken
6702,Claro
6838,Scudellate
7402,Bonaduz
7550,Scuol
1200,Genève
1554,Sédeilles
6020,Emmenbrücke
7188,Sedrun
8185,Winkel
8052,Zürich
3365,Seeberg
3267,Seedorf BE
6462,Seedorf UR
8607,Aathal-Seegräben
2747,Seehof
6377,Seelisberg
8488,Turbenthal
8400,Winterthur
5707,Seengen
6203,Sempach Station
6423,Seewen SZ
4206,Seewen SO
3256,Seewil
7212,Seewis Dorf
7212,Seewis Dorf
3047,Bremgarten b. Bern
3662,Seftigen
8193,Eglisau
7186,Segnas
2883,Montmelon
1525,Seigneux
1470,Seiry
2888,Seleute
7250,Klosters
3989,Selkingen
8143,Stallikon
6545,Selma
4411,Seltisberg
7189,Rueras
2545,Selzach
1933,Sembrancher
6514,Sementina
6714,Semione
6204,Sempach
6203,Sempach Station
1623,Semsales
1304,Senarclens
1724,Senèdes
8482,Sennhof
4852,Rothrist
8332,Russikon
9466,Sennwald
1975,St-Séverin
7554,Sent
5630,Muri AG
5630,Muri AG
5703,Seon
2857,Montavon
7558,Strada
6834,Morbio Inferiore
1355,Sergey
1607,Palézieux-Village
1412,Valeyres-Ursins
7249,Serneus
7249,Serneus
6982,Agno
6867,Serpiano
2000,Neuchâtel
2037,Montmollin
2037,Montmollin
7272,Davos Clavadel
1077,Servion
6832,Seseglio
6997,Sessa
8472,Seuzach
1541,Sévaz
9475,Sevelen
1141,Sévery
7127,Sevgein
1285,Athenaz (Avusy)
1233,Bernex
7742,Sfazù
7157,Siat
8225,Siblingen
8854,Siebnen
8854,Siebnen
8854,Siebnen
8573,Siegershausen
1255,Veyrier
3960,Sierre
5301,Siggenthal Station
5301,Siggenthal Station
6019,Sigigen
6806,Sigirino
5462,Siglistorf
1172,Bougy-Villars
3534,Signau
1966,Signèse (Ayent)
6951,Signôra
1274,Signy
3655,Sigriswil
6340,Sihlbrugg
6340,Sihlbrugg
6340,Sihlbrugg
8135,Sihlbrugg Station
8135,Sihlwald
6473,Silenen
7411,Sils im Domleschg
7515,Sils/Segl Baselgia
7515,Sils/Segl Baselgia
7514,Sils/Segl Maria
7513,Silvaplana
7513,Silvaplana-Surlej
3907,Simplon Hospiz
3907,Simplon Dorf
3067,Boll
5643,Sins
1950,Sion
8370,Sirnach
2577,Siselen BE
6452,Sisikon
4450,Sissach
4334,Sisseln AG
8589,Sitterdorf
9220,Bischofszell
8495,Schmidrüti
1997,Siviez (Nendaz)
1678,Siviriez
6562,Soazza
6749,Sobrio
7610,Soglio
1882,Gryon
6600,Solduno
8197,Rafz
7450,Tiefencastel
4500,Solothurn
4500,Solothurn
4500,Solothurn
6872,Somazzo
2605,Sonceboz-Sombeval
6674,Someo
1937,Orsières
1688,Sommentier
4444,Rümlingen
4444,Rümlingen
8580,Sommeri
2605,Sonceboz-Sombeval
9507,Stettfurt
8311,Brütten
9245,Sonnental
6637,Sonogno
8564,Sonterswil
7130,Ilanz
6968,Sonvico
2615,Sonvilier
1822,Chernex
8134,Adliswil
8762,Sool
6964,Davesco-Soragno
1286,Soral
6174,Sörenberg
6802,Rivera
6924,Sorengo
1642,Sorens
9213,Hauptwil
6802,Rivera
1997,Sornard (Nendaz)
2716,Sornetan
6694,Prato-Sornico
2736,Sorvilier
1062,Sottens
2887,Soubey
1937,Orsières
2864,Soulce
3961,Vissoie
2805,Soyhières
7553,Tarasp
9042,Speicher
9037,Speicherschwendi
3204,Rosshäusern
3095,Spiegel b. Bern
3700,Spiez
3700,Spiez
3700,Spiez
7502,Bever
3270,Aarberg
3803,Beatenberg
6464,Spiringen
8590,Romanshorn
2516,Lamboing
8816,Hirzel
7435,Splügen
7078,Lenzerheide/Lai
8957,Spreitenbach
6663,Spruga
4000,Basel
1713,St. Antoni
7246,St. Antönien
4126,Bettingen
6212,St. Erhard
9000,St. Gallen
9000,St. Gallen
8735,St. Gallenkappel
9000,St. Gallen
1965,St-Germain
3942,St. German
6372,Ennetmoos
4000,Basel
2525,Le Landeron
9030,St. Josefen
8253,Diessenhofen
9620,Lichtensteig
7304,Maienfeld
7304,Maienfeld
9543,St. Margarethen TG
9430,St. Margrethen SG
7313,St. Margrethenberg
7116,St. Martin
7500,St. Moritz
7500,St. Moritz
4532,Feldbrunnen
3924,St. Niklaus VS
3425,Koppigen
3274,Hermrigen
3274,Hermrigen
6005,St. Niklausen LU
6066,St. Niklausen OW
4421,St. Pantaleon
9225,St. Pelagiberg
7028,St. Peter
3235,Erlach
9127,St. Peterzell
1736,St. Silvester
3772,St. Stephan
4915,St. Urban
1717,St. Ursen
3186,Düdingen
6546,Cauco
6541,Sta. Maria
7536,Sta. Maria V. M.
2540,Grenchen
9422,Staad SG
9422,Staad SG
6855,Stabio
9320,Stachen
8272,Ermatingen
8404,Stadel(Winterthur)
8174,Stadel
6383,Dallenwil
8712,Stäfa
5053,Staffelbach
6063,Stalden (Sarnen)
3922,Stalden VS
3932,Visperterminen
3510,Konolfingen
3510,Konolfingen
3933,Staldenried
8143,Stallikon
7605,Stampa
6370,Stans
6362,Stansstad
5452,Oberrohrdorf
9656,Alt St. Johann
8717,Benken SG
4656,Starrkirch-Wil
1566,St-Aubin FR
2024,St-Aubin-Sauges
5603,Staufen
1040,St-Barthélemy VD
2072,St-Blaise
2364,St-Brais
1264,St-Cergue
1410,St-Cierges
1117,Grancy
1117,Grancy
3824,Stechelberg
8266,Steckborn
1450,Ste-Croix
3613,Steffisburg
3612,Steffisburg
3940,Steg VS
8496,Steg im Tösstal
8543,Bertschikon
9503,Stehrenberg
8354,Hofstetten ZH
9063,Stein AR
9655,Stein SG
4332,Stein AG
8260,Stein am Rhein
9323,Steinach
9314,Steinebrunn
9050,Appenzell Steinegg
8536,Hüttwilen
9320,Frasnacht
9320,Frasnacht
6422,Steinen
3534,Signau
3534,Signau
8499,Sternenberg
8492,Wila
6416,Steinerberg
3860,Meiringen
3995,Steinhaus
6312,Steinhausen
4556,Steinhof SO
6114,Steinhuserberg
8162,Steinmaur
7226,Stels
8499,Sternenberg
8600,Dübendorf
8234,Stetten SH
5608,Stetten AG
9507,Stettfurt
3066,Stettlen
1188,St-George
1213,Petit-Lancy
1898,St-Gingolph
7459,Stierva
5233,Stilli
2610,St-Imier
3961,St-Jean VS
1806,St-Légier-Chiésaz
1958,St-Léonard
1176,St-Livres
1318,Pompaples
3961,St-Luc
1609,St-Martin FR
1969,St-Martin VS
2054,Chézard-St-Martin
1424,Champagne
1890,St-Maurice
1222,Vésenaz
3632,Niederstocken
8842,Unteriberg
6433,Stoos SZ
1187,St-Oyens
1955,St-Pierre-Clages
1162,St-Prex
7558,Strada
8500,Frauenfeld
3600,Thun
4802,Strengelbach
8514,Amlikon-Bissegg
1966,St-Romain (Ayent)
1071,St-Saphorin-Lavaux
1113,St-Saphorin-Morges
1975,St-Séverin
1025,St-Sulpice VD
2123,St-Sulpice NE
1867,St-Triphon
3037,Herrenschwanden
3037,Herrenschwanden
8845,Studen SZ
9472,Grabs
2557,Studen BE
7482,Stugl/Stuls
2882,St-Ursanne
4655,Stüsslingen
3262,Suberg
4553,Subingen
1433,Suchy
3618,Süderen
1969,Suen (St-Martin)
7434,Sufers
1786,Sugiez
1043,Sugnens
5034,Suhr
6997,Sessa
8583,Sulgen
1036,Sullens
8545,Rickenbach Sulz
6284,Sulz LU
5085,Sulz AG
5444,Künten
8614,Sulzbach
3454,Sumiswald
7421,Summaprada
7175,Sumvitg
3800,Sundlauenen
8162,Sünikon
7456,Sur
7554,Sent
7472,Surava
7115,Surcasti
7138,Surcuolm
6953,Lugaggia
3204,Rosshäusern
7148,Surin
1528,Surpierre
7173,Surrein
6210,Sursee
6210,Sursee
6210,Sursee
7526,Cinuos-chel
1437,Suscévaz
7542,Susch
3952,Susten
2572,Sutz
1510,Syens
8492,Wila
1712,Tafers
8317,Tagelswangen
5522,Tägerig
6473,Silenen
9554,Tägerschen
3111,Tägertschi
8274,Tägerwilen
7015,Tamins
1896,Miex
8356,Ettenhausen TG
8632,Tann
6214,Schenkon
6214,Schenkon
1295,Tannay
8820,Wädenswil
8374,Dussnang
3068,Utzigen
8603,Schwerzenbach
8898,Flumserberg Tboden
8898,Flumserberg Tboden
8897,Flumserberg Theim
7553,Tarasp
7422,Tartar
1180,Tartegnin
3929,Täsch
1617,Tatroz
2575,Täuffelen
7162,Tavanasa
2710,Tavannes
6807,Taverne
4492,Tecknau
5306,Tegerfelden
6652,Tegna
3714,Frutigen
6598,Tenero
6760,Rossura
7173,Surrein
7106,Tenna
4456,Tenniken
5617,Tennwil
1734,Tentlingen
3912,Termen
6998,Termine
1820,Territet
7116,Tersnaus
6950,Tesserete
2052,La Vue-des-Alpes
8428,Teufen ZH
9053,Teufen AR
5723,Teufenthal AG
3623,Teuffenthal BE
9425,Thal
3432,Lützelflüh-Goldb
3432,Lützelflüh-Goldb
5112,Thalheim AG
8478,Thalheim
7109,Thalkirch
8800,Thalwil
8240,Thayngen
8484,Theilingen
4106,Therwil
2075,Thielle
3634,Thierachern
1410,Thierrens
8762,Schwanden GL
1226,Thônex
3326,Krauchthal
3367,Thörigen
3174,Thörishaus
3174,Thörishaus
3600,Thun
8512,Thundorf
4922,Thunstetten
4441,Thürnen
7430,Thusis
1988,Thyon
3000,Bern
7450,Tiefencastel
7453,Tinizong
4425,Titterten
8634,Hombrechtikon
9405,Wienacht-Tobel
9555,Tobel
3125,Toffen
8352,Elsau
1131,Tolochenaz
8577,Schönholzerswilen
3923,Törbel
1899,Torgon
1748,Torny-le-Grand
1749,Middes
6717,Torre
3954,Leukerbad
6808,Torricella
8400,Winterthur
8193,Eglisau
8912,Obfelden
3456,Trachselwald
3456,Trachselwald
8840,Trachslau
2720,Tramelan
8766,Matt
7407,Trans
8219,Trasadingen
2105,Travers
6957,Roveredo TI
6377,Seelisberg
3226,Treiten
1525,Henniez
1270,Trélex
6865,Tremona
1552,Trey
1436,Treycovagnes
1626,Treyfayes
1096,Cully
1538,Treytorrens-Payern
1733,Treyvaux
8273,Triboltingen
8000,Zürich
6234,Triengen
1929,Trient
4632,Trimbach
7203,Trimmis
3083,Trimstein
7014,Trin
7014,Trin
9043,Trogen
1969,Trogne (St-Martin)
1256,Troinex
1256,Troinex
1068,Les Monts-de-Pully
1872,Troistorrents
3556,Trub
9477,Trübbach
3555,Trubschachen
8466,Trüllikon
7166,Trun
8467,Truttikon
8524,Uesslingen
8843,Oberiberg
7189,Rueras
7136,Obers Friggahüs
7428,Tschappina
4576,Tscheppach
8881,Tscherlach
7064,Tschiertschen
7532,Tschierv
3656,Tschingel
7559,Tschlin
3233,Tschugg
9327,Tübach
9604,Lütisburg
3178,Bösingen
8856,Tuggen
7188,Sedrun
7418,Tumegl/Tomils
3781,Turbach
8488,Turbenthal
5300,Turgi
1991,Turin (Salins)
8915,Hausen am Albis
3942,Raron
3946,Turtmann
2512,Tüscherz-Alfermée
7135,Obersaxen Giraniga
9546,Tuttwil
2513,Twann
2516,Lamboing
6122,Menznau
6044,Udligenswil
3182,Ueberstorf
5237,Mönthal
3635,Uebeschi
1700,Fribourg
5028,Ueken
8712,Stäfa
8713,Uerikon
4813,Uerkheim
8537,Uerschhausen
8926,Uerzlikon
8124,Maur
8524,Uesslingen
3661,Uetendorf
3661,Uetendorf
8707,Uetikon am See
8143,Uetliberg
8738,Uetliburg SG
3043,Uettligen
5619,Uezwil
8808,Pfäffikon SZ
6253,Uffikon
6153,Ufhusen
8142,Uitikon Waldegg
9631,Ulisbach
3214,Ulmiz
3988,Ulrichen
7536,Sta. Maria V. M.
5222,Umiken
3792,Saanen
2863,Undervelier
6314,Unterägeri
3857,Unterbach BE
3944,Unterbäch VS
9404,Rorschacherberg
5225,Bözberg
8589,Sitterdorf
9033,Untereggen
5420,Ehrendingen
3948,Unterems
5305,Unterendingen
8103,Unterengstringen
5035,Unterentfelden
8570,Weinfelden
8570,Weinfelden
3857,Unterbach BE
8508,Homburg
8842,Unteriberg
5726,Unterkulm
3614,Unterlangenegg
9300,Wittenbach
8918,Unterlunkhofen
8912,Obfelden
8472,Seuzach
4588,Unterramsern
7408,Realta
9604,Unterrindal
5634,Merenschwand
6465,Unterschächen
8418,Schlatt
6440,Brunnen
3800,Unterseen
5417,Untersiggenthal
5417,Untersiggenthal
8476,Unterstammheim
4916,Untersteckholz
8000,Zürich
8882,Unterterzen
7204,Untervaz
7201,Untervaz Bahnhof
7201,Untervaz Bahnhof
9657,Unterwasser
3999,Oberwald
3052,Zollikofen
7114,Uors (Lumnezia)
8902,Urdorf
6465,Unterschächen
7427,Urmein
9107,Urnäsch
8751,Urnerboden
3510,Konolfingen
4937,Ursenbach
1412,Ursins
5225,Bözberg
6280,Urswil
1670,Ursy
3322,Urtenen-Schönbühl
8864,Reichenburg
8864,Reichenburg
8610,Uster
8934,Knonau
3628,Uttigen
8592,Uttwil
3427,Utzenstorf
3068,Utzigen
1958,Uvrier
8730,Uznach
8730,Uznach
8730,Uznach
9240,Uzwil
3978,Flanthey
6833,Vacallo
7314,Vadura
6947,Vaglio
6575,Vairano
7741,S. Carlo GR
7554,Sent
2042,Valangin
7138,Surcuolm
1293,Bellevue
7077,Valbella
7535,Valchava
6951,Scareglia
1873,Val-d'Illiez
7132,Vals
3978,Flanthey
7122,Valendas
7317,Valens
1441,Valeyres-Montagny
1358,Valeyres-Rances
1412,Valeyres-Ursins
1586,Vallamand
1586,Vallamand
7553,Tarasp
6780,Airolo
1565,Vallon
1337,Vallorbe
7132,Vals
7213,Valzeina
1922,Salvan
1922,Salvan
1253,Vandoeuvres
3953,Varen
6777,Varenzo
7317,Vasön
7315,Vättis
7146,Vattiz
1675,Vauderens
2537,Vauffelin
1423,Vaugondry
1325,Vaulion
1627,Vaulruz
2028,Vaumarcus
2354,Goumois
1126,Vaux-sur-Morges
7082,Vaz/Obervaz
7084,Brienz/Brinzauls
3067,Boll
1251,Gy
7144,Vella
6583,S. Antonio
2830,Vellerat
8400,Winterthur
5106,Veltheim AG
2943,Vendlincourt
1000,Lausanne
1933,Vens(Sembrancher)
3973,Venthône
1936,Verbier
3967,Vercorin
6538,Verdabbio
6655,Verdasio
6664,Vergeletto
1937,Orsières
3963,Crans-Montana
2829,Vermes
8886,Mädris-Vermol
1961,Vernamiège
1033,Cheseaux-Lausanne
1032,Romanel-s-Lausanne
6992,Vernate
1904,Vernayaz
2028,Vaumarcus
1820,Montreux
1214,Vernier
1214,Vernier
1891,Vérossaz
1420,Fiez
1926,Fully
7104,Versam
7104,Versam
1450,Ste-Croix
1000,Lausanne 26
1551,Vers-chez-Perrin
6653,Verscio
1947,Versegères
1864,Vers-l'Eglise
1853,Yvorne
1290,Versoix
1290,Versoix
1290,Versoix
1852,Roche VD
1222,Vésenaz
1222,Vésenaz
1483,Vesin
1234,Vessy
1963,Vétroz
1800,Vevey
1981,Vex
3968,Veyras
1255,Veyrier
1993,Veysonnaz
1993,Veysonnaz
1820,Veytaux
6943,Vezia
6938,Vezio
7747,Viano
1267,Vich
1945,Vichères (Liddes)
6921,Vico Morcote
7603,Vicosoprano
2824,Vicques
3075,Vielbringen Worb
6962,Viganello
6763,Osco
7147,Vignogn
2063,Vilars NE
6781,Villa Bedretto
6877,Coldrerio
1966,Villa (Ayent)
6966,Villa Luganese
1673,Ecublens FR
1679,Villaraboud
1678,Siviriez
1652,Villarbeney
1148,Villars-Bozon
1832,Villard-sur-Chamby
1583,Villarepos
1432,Belmont-Yverdon
1774,Cousset
1694,Villargiroud
1685,Villariaz
1691,Villarimboud
1695,Villarlod
1682,Villars-Bramard
1423,Villars-Burquin
1695,Villarsel-Gibloux
1723,Villarsel-Marly
1404,Villars-Epeney
1694,Villarsiviriaux
1515,Villars-le-Comte
1584,Villars-le-Grand
1700,Fribourg
1040,Villars-le-Terroir
1307,Lussery-Villars
1061,Villars-Mendraz
1443,Villars-Champvent
1666,Villars-sous-Mont
1168,Villars-sous-Yens
1029,Villars-Ste-Croix
2903,Villars-Fontenais
1752,Villars-sur-Glâne
1884,Villars-sur-Ollon
1058,Villars-Tiercelin
1651,Villarvolard
1555,Villarzel
1985,Villa (Evolène)
1690,Villaz-St-Pierre
1527,Villeneuve FR
1844,Villeneuve VD
2613,Villeret
1934,Le Châble VS
1225,Chêne-Bourg
1096,Villette (Lavaux)
2057,Villiers
5234,Villigen
5612,Villmergen
5213,Villnachern
1867,Ollon VD
